Time,HeartRate,BodyTemp,EnvTemp,Humidity
2026-03-17 15:16:42.458571,0.0,34.25,33.2,68.6
2026-03-17 15:16:45.470702,0.0,34.25,33.2,68.7
2026-03-17 15:16:48.485635,0.0,34.19,33.2,68.8
2026-03-17 15:16:51.511611,0.0,34.13,33.2,68.7
2026-03-17 15:16:54.514487,0.0,34.13,33.2,68.7
2026-03-17 15:16:57.526659,0.0,34.13,33.2,68.9
2026-03-17 15:17:00.538695,0.0,34.06,33.2,68.9
2026-03-17 15:17:03.551776,0.0,34.06,33.2,68.9
2026-03-17 15:17:06.569012,0.0,34.0,33.2,68.9
2026-03-17 15:17:09.577736,0.0,34.0,33.2,69.0
2026-03-17 15:17:34.430785,0.0,33.81,33.2,68.5
2026-03-17 15:17:37.445409,0.0,33.81,33.2,68.6
2026-03-17 15:17:40.460969,157.0,33.88,33.2,68.7
2026-03-17 15:17:43.474146,135.0,34.06,33.2,68.8
2026-03-17 15:17:46.485436,149.0,34.25,33.2,68.6
2026-03-17 15:17:49.500676,64.0,34.44,33.2,68.5
2026-03-17 15:17:52.511578,64.0,34.63,33.2,68.6
2026-03-17 15:17:55.556911,64.0,34.75,33.2,68.6
2026-03-17 15:17:58.544312,64.0,34.88,33.2,68.6
2026-03-17 15:18:01.552951,64.0,35.0,33.2,68.5
2026-03-17 15:18:04.568244,64.0,35.06,33.2,68.3
2026-03-17 15:18:07.581585,64.0,35.13,33.2,68.2
2026-03-17 15:18:10.592858,64.0,35.19,33.2,68.2
2026-03-17 15:18:13.609413,64.0,35.25,33.2,68.2
2026-03-17 15:18:16.618865,64.0,35.31,33.2,68.2
2026-03-17 15:18:19.632467,64.0,35.38,33.2,68.2
2026-03-17 15:18:22.647369,64.0,35.38,33.2,68.1
2026-03-17 15:18:25.661700,64.0,35.44,33.2,68.1
2026-03-17 15:18:28.673667,64.0,35.5,33.2,67.8
2026-03-17 15:18:31.727284,64.0,35.5,33.2,67.6
2026-03-17 15:18:34.777913,64.0,35.56,33.2,67.4
2026-03-17 15:18:37.758079,64.0,35.56,33.2,67.4
2026-03-17 15:18:40.779927,64.0,35.63,33.2,67.1
2026-03-17 15:18:43.792957,0.0,35.69,33.2,67.0
2026-03-17 15:18:46.794803,0.0,35.69,33.2,66.9
2026-03-17 15:18:49.828086,0.0,35.69,33.2,66.7
2026-03-17 15:18:52.820594,0.0,35.75,33.3,66.6
2026-03-17 15:18:55.836031,0.0,35.75,33.3,66.6
2026-03-17 15:18:58.849642,0.0,35.75,33.3,66.6
2026-03-17 15:19:01.864796,0.0,35.81,33.3,66.5
2026-03-17 15:19:04.875553,0.0,35.88,33.3,66.4
2026-03-17 15:19:07.887967,0.0,35.88,33.3,66.4
2026-03-17 15:27:50.280988,0.0,34.25,32.9,69.7
2026-03-17 15:27:53.294266,0.0,34.25,32.9,69.8
2026-03-17 15:27:56.311811,0.0,34.31,32.9,69.8
2026-03-17 15:27:59.322359,0.0,34.31,32.9,69.8
2026-03-17 15:28:02.335757,0.0,34.31,32.9,69.8
2026-03-17 15:28:05.348726,0.0,34.31,32.9,69.8
2026-03-17 15:28:08.361405,0.0,34.31,32.9,69.8
2026-03-17 15:28:11.376565,0.0,34.31,32.8,69.8
2026-03-17 15:28:14.389495,0.0,34.38,32.9,69.8
2026-03-17 15:28:17.402613,0.0,34.38,32.8,69.8
2026-03-17 15:28:20.415560,0.0,34.38,32.8,69.8
2026-03-17 15:28:23.428758,0.0,34.38,32.8,69.9
2026-03-17 15:28:26.455309,0.0,34.38,32.8,69.8
2026-03-17 15:28:29.470304,93.0,34.44,32.8,69.9
2026-03-17 15:28:32.470119,93.0,34.44,32.8,69.9
2026-03-17 15:28:35.483123,93.0,34.44,32.8,69.9
2026-03-17 15:28:38.496039,93.0,34.44,32.8,69.9
2026-03-17 15:28:41.509183,93.0,34.44,32.8,69.9
2026-03-17 15:28:44.524178,93.0,34.5,32.8,70.0
2026-03-17 15:28:47.539039,93.0,34.5,32.8,69.9
2026-03-17 15:28:50.550475,93.0,34.5,32.8,69.9
2026-03-17 15:28:53.563462,93.0,34.5,32.8,69.9
2026-03-17 15:28:56.576511,93.0,34.5,32.8,69.9
2026-03-17 15:28:59.591429,93.0,34.56,32.8,70.0
2026-03-17 15:29:02.606460,93.0,34.56,32.8,70.0
2026-03-17 15:29:05.617750,93.0,34.63,32.8,70.0
2026-03-17 15:29:08.631066,93.0,34.63,32.8,70.0
2026-03-17 15:29:11.643842,93.0,34.63,32.8,70.0
2026-03-17 15:29:14.657011,93.0,34.63,32.8,70.1
2026-03-17 15:29:17.673883,93.0,34.69,32.8,70.1
2026-03-17 15:29:20.683741,93.0,34.69,32.8,70.0
2026-03-17 15:29:23.696597,93.0,34.69,32.8,70.1
2026-03-17 15:29:26.709076,93.0,34.75,32.8,70.1
2026-03-17 15:29:29.723392,93.0,34.75,32.8,70.1
2026-03-17 15:29:32.737753,93.0,34.75,32.8,70.1
2026-03-17 15:29:35.753261,93.0,34.75,32.8,70.1
2026-03-17 15:29:38.763399,90.0,34.81,32.8,70.1
2026-03-17 15:29:41.776811,82.0,34.81,32.8,70.2
2026-03-17 15:29:44.789447,82.0,34.81,32.8,70.2
2026-03-17 15:29:47.804520,82.0,34.88,32.8,70.2
2026-03-17 15:29:50.818766,82.0,34.88,32.8,70.2
2026-03-17 15:29:53.830671,82.0,34.88,32.8,70.2
2026-03-17 15:29:56.843694,82.0,34.88,32.8,70.2
2026-03-17 15:29:59.856732,82.0,34.94,32.8,70.2
2026-03-17 15:30:02.871848,82.0,34.94,32.8,70.2
2026-03-17 15:30:05.884992,90.0,35.0,32.8,70.2
2026-03-17 15:30:08.897905,90.0,35.0,32.8,70.2
2026-03-17 15:30:11.911109,90.0,35.0,32.8,70.2
2026-03-17 15:30:14.926562,72.0,35.06,32.8,70.1
2026-03-17 15:30:17.939209,72.0,35.06,32.8,70.1
2026-03-17 15:30:20.952483,71.0,35.06,32.7,70.1
2026-03-17 15:30:23.966235,71.0,35.06,32.8,70.1
2026-03-17 15:30:26.979148,71.0,35.13,32.8,70.0
2026-03-17 15:30:29.993949,71.0,35.13,32.8,70.0
2026-03-17 15:30:33.005440,71.0,35.19,32.8,70.0
2026-03-17 15:30:36.018676,149.0,35.19,32.8,70.1
2026-03-17 15:30:39.036930,149.0,35.19,32.8,70.1
2026-03-17 15:30:42.047557,149.0,35.25,32.8,70.1
2026-03-17 15:30:45.060018,149.0,35.25,32.8,70.0
2026-03-17 15:30:48.080651,0.0,35.25,32.8,69.9
2026-03-17 15:30:51.085907,0.0,35.25,32.8,69.9
2026-03-17 15:30:54.101891,0.0,35.19,32.8,69.9
2026-03-17 15:30:57.113977,0.0,34.94,32.8,69.8
2026-03-17 15:31:00.133072,0.0,34.69,32.7,69.8
2026-03-17 15:31:03.140194,0.0,34.5,32.7,69.7
2026-03-17 15:31:06.158264,0.0,34.31,32.7,69.7
2026-03-17 15:31:09.166083,0.0,34.19,32.7,69.8
2026-03-17 15:31:12.181316,0.0,34.06,32.7,69.8
2026-03-17 15:31:15.194111,0.0,34.0,32.7,69.8
2026-03-17 15:31:18.209797,0.0,33.94,32.7,69.8
2026-04-13 19:39:16.432675,0.0,33.56,32.8,69.8
2026-04-13 19:39:19.447630,0.0,33.63,32.8,69.7
2026-04-13 19:39:22.460795,0.0,33.75,32.8,69.7
2026-04-13 19:39:25.473778,0.0,33.88,32.8,69.7
2026-04-13 19:39:28.486814,72.0,34.06,32.8,69.7
2026-04-13 19:39:31.500061,103.0,34.19,32.8,69.6
2026-04-13 19:39:34.515121,85.0,34.31,32.8,69.6
2026-04-13 19:39:37.528067,103.0,34.38,32.8,69.6
2026-04-13 19:39:40.541014,82.0,34.56,32.8,69.6
2026-04-13 19:39:43.556146,93.0,34.63,32.8,69.6
2026-04-13 19:39:46.569513,66.0,34.75,32.8,69.6
2026-04-13 19:39:49.582287,93.0,34.81,32.8,69.5
2026-04-13 19:39:52.597444,114.0,34.88,32.8,69.6
2026-04-13 19:39:55.610565,119.0,34.94,32.8,69.6
2026-04-13 19:39:58.623694,80.0,34.94,32.8,69.6
2026-04-13 19:40:01.636605,78.0,34.94,32.7,69.5
2026-04-13 19:40:04.651562,78.0,34.94,32.7,69.6
